一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量,基期销售额,基期价格,3月1日销售量,a3月1日销售额,平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,二级基期价格,一级基期价格,三级真实权重,二级真实权重,一级真实权重
,,,,,,蒙顶山茶,12888720,0.11%,35802,12888720,360,268,70563,263.29,73.14%,0.11%,,,,,,,,0.125442%,,
,,,,,,蒲江雀舌,1360590,0.01%,4389,1360590,310,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,钱塘龙井,142520000,1.23%,367100,142520000,388.23,1780,1134600,637.42,164.18%,1.23%,,,,,,,,1.402668%,,
,,,,,,四川扁形茶,2835835000,24.56%,5419500,2835835000,523.27,6726.1,3970381,590.29,112.81%,24.56%,,,,,,,,28.007755%,,
,,,,,,松阳扁茶,373153202,3.23%,861538,373153202,433.12,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,松阳香茶,156800000,1.36%,1600000,156800000,98,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,条形茶,1730000000,14.98%,7000000,1730000000,247.14,6488.7,2342181,360.96,146.05%,14.98%,,,,,,,,17.082906%,,
,,,,,,五峰绿茶,1,0.00%,1,1,1,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,信阳毛尖,304000000,2.63%,2600000,304000000,116.92,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜宾早茶,3608550,0.03%,10935,3608550,330,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,永川秀芽,23173200,0.20%,36900,23173200,628,88.5,41700,471.19,75.03%,0.20%,,,,,,,,0.228076%,,
,,,,,,越州龙井,3146929100,27.25%,6130170,3146929100,513.35,908,749700,825.66,160.84%,27.25%,,,,,,,,31.075379%,,
,,,大宗绿茶,1741690136,13.11%,炒青绿茶,1524712600,87.54%,50012030,1524712600,30.49,404,50156,124.15,407.22%,87.54%,390.17%,13.11%,,,,32.13658256,,87.557512%,13.110000%,
,,,,,,烘青绿茶,216683536,12.44%,4182365,216683536,51.81,3000,420000,140,270.22%,12.44%,,,,,,,,12.442488%,,
,,,,,,蒸青绿茶,294000,0.02%,2100,294000,140,,,,,0.00%,,,,,,,,0.000000%,,
红茶,573439780,3.96%,工夫红茶,496322380,86.55%,川红工夫　,311359600,62.73%,1003090,311359600,310.4,18,11521,640.06,206.20%,62.73%,180.62%,86.55%,180.62%,3.96%,,169.6567639,166.8469967,76.696418%,100.000000%,4.06%
,,,,,,滇红工夫,45334280,9.13%,855360,45334280,53,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜红工夫,45000000,9.07%,450000,45000000,100,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,昭平红,37636000,7.58%,495200,37636000,76,4500,540000,120,157.89%,7.58%,,,,,,,,9.267637%,,
,,,,,,遵义红,56992500,11.48%,121800,56992500,467.92,28,7320,261.43,55.87%,11.48%,,,,,,,,14.035946%,,
,,,小种红茶,76500000,13.34%,松阳红茶,76500000,100.00%,510000,76500000,150,,,,,0.00%,,0.00%,,,,150,,0.000000%,0.000000%,
,,,红碎茶,617400,0.11%,南川红碎茶,617400,100.00%,1470,617400,420,,,,,0.00%,,0.00%,,,,420,,0.000000%,0.000000%,
乌龙茶,354607930,2.45%,闽南乌龙,354607930,100.00%,安溪铁观音,332416500,93.74%,1624800,332416500,204.59,,,,,0.00%,,0.00%,,0.00%,,167.8847889,167.8847889,0.000000%,0.000000%,0.00%
,,,,,,黄金桂,22191430,6.26%,487410,22191430,45.53,,,,,0.00%,,,,,,,,0.000000%,,
黑茶,219495350,1.52%,安化黑茶,219200000,99.87%,茯砖,102000000,46.53%,680000,102000000,150,,,,,0.00%,,0.00%,125.88%,1.52%,,137,471.19476,0.000000%,0.000000%,1.56%
,,,,,,黑砖,12800000,5.84%,80000,12800000,160,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,千两,70400000,32.12%,640000,70400000,110,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,三尖,34000000,15.51%,200000,34000000,170,,,,,0.00%,,,,,,,,0.000000%,,
,,,四川黑茶,295350,0.13%,康砖,295350,100.00%,2187,295350,135.05,6,1020,170,125.88%,100.00%,125.88%,0.13%,,,,135.05,,100.000000%,100.000000%,
白茶,1650600,0.01%,白毫银针,1036800,62.81%,白毫银针,1036800,100.00%,2880,1036800,360,14,11060,790,219.44%,100.00%,219.44%,62.81%,219.44%,0.01%,,360,291.1111111,100.000000%,100.000000%,0.01%
,,,新工艺白茶,613800,37.19%,新工艺白茶,613800,100.00%,2790,613800,220,,,,,0.00%,,0.00%,,,,220,,0.000000%,0.000000%,
黄茶,1521900,0.01%,黄芽茶,1521900,100.00%,蒙顶黄芽,1521900,100.00%,2670,1521900,570,40.5,29024,716.64,125.73%,100.00%,125.73%,100.00%,125.73%,0.01%,,570,570,100.000000%,100.000000%,0.01%
花茶,37053690,0.26%,茉莉花茶,37053690,100.00%,四川茉莉花茶,37053690,100.00%,213714,37053690,173.38,550,93782,170.51,98.35%,100.00%,98.35%,100.00%,98.35%,0.26%,,173.38,173.38,100.000000%,100.000000%,0.27%
﻿一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量（kg）,基期销售额（元）,基期价格（元/kg）,3月15日销售量（kg）,3月15日销售额(元),3月15日平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,,,三级真实权重,二级真实权重,一级真实权重
绿茶,13288345279,91.79%,名优绿茶,11546655143,86.89%,巴山雀舌,556800,0.00%,1740,556800,320,,,,,0.00%,139.76%,86.89%,172.93%,91.79%,172.28%,344.7141503,151.5328871,0.000000%,86.890000%,94.10%
,,,,,,邓村绿茶,1050000000,9.09%,3500000,1050000000,300,191.5,75298.5,393.2,131.07%,9.09%,,,,,,,,10.366062%,,
,,,,,,峨眉山茶,11527680,0.10%,30336,11527680,380,84,23261,276.92,72.87%,0.10%,,,,,,,,0.114038%,,
,,,,,,贵州针,72825000,0.63%,243000,72825000,299.69,29,6500,224.14,74.79%,0.63%,,,,,,,,0.718440%,,
,,,,,,汉中仙毫,75600000,0.65%,182000,75600000,415.38,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,黄山毛峰,360000000,3.12%,1300000,360000000,276.92,371,188774,508.82,183.74%,3.12%,,,,,,,,3.557988%,,
,,,,,,金坛雀舌,58800000,0.51%,49000,58800000,1200,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,卷曲形茶,547467900,4.74%,2013578,547467900,271.89,3261.9,1380857,423.33,155.70%,4.74%,,,,,,,,5.405405%,,
,,,,,,六安瓜片,338000000,2.93%,1320000,338000000,256.06,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,马边绿茶,2171400,0.02%,7755,2171400,280,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,茅山青锋,98560000,0.85%,308000,98560000,320,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,湄潭翠芽,111199000,0.96%,121000,111199000,919,98,93780,956.94,104.13%,0.96%,,,,,,,,1.094766%,,
,,,,,,湄潭毛峰,82620000,0.72%,340000,82620000,243,49,5880,120,49.38%,0.72%,,,,,,,,0.821074%,,
,,,,,,蒙顶甘露,7059000,0.06%,13575,7059000,520,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒙顶山茶,12888720,0.11%,35802,12888720,360,374,70997,189.83,52.73%,0.11%,,,,,,,,0.125442%,,
,,,,,,蒲江雀舌,1360590,0.01%,4389,1360590,310,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,钱塘龙井,142520000,1.23%,367100,142520000,388.23,1640,1029600,627.8,161.71%,1.23%,,,,,,,,1.402668%,,
,,,,,,四川扁形茶,2835835000,24.56%,5419500,2835835000,523.27,7583.35,4481709,590.99,112.94%,24.56%,,,,,,,,28.007755%,,
,,,,,,松阳扁茶,373153202,3.23%,861538,373153202,433.12,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,松阳香茶,156800000,1.36%,1600000,156800000,98,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,条形茶,1730000000,14.98%,7000000,1730000000,247.14,6741.4,2416229,358.42,145.02%,14.98%,,,,,,,,17.082906%,,
,,,,,,五峰绿茶,1,0.00%,1,1,1,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,信阳毛尖,304000000,2.63%,2600000,304000000,116.92,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜宾早茶,3608550,0.03%,10935,3608550,330,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,永川秀芽,23173200,0.20%,36900,23173200,628,59.5,30460,511.93,81.52%,0.20%,,,,,,,,0.228076%,,
,,,,,,越州龙井,3146929100,27.25%,6130170,3146929100,513.35,869,719550,828.02,161.30%,27.25%,,,,,,,,31.075379%,,
,,,大宗绿茶,1741690136,13.11%,炒青绿茶,1524712600,87.54%,50012030,1524712600,30.49,490,58679,119.75,392.80%,87.54%,392.80%,13.11%,,,,32.13658256,,100.000000%,13.110000%,
,,,,,,烘青绿茶,216683536,12.44%,4182365,216683536,51.81,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒸青绿茶,294000,0.02%,2100,294000,140,,,,,0.00%,,,,,,,,0.000000%,,
红茶,573439780,3.96%,工夫红茶,496322380,86.55%,川红工夫　,311359600,62.73%,1003090,311359600,310.4,15,9535,635.67,204.79%,62.73%,181.53%,86.55%,181.53%,3.96%,,169.6567639,166.8469967,84.530387%,100.000000%,4.06%
,,,,,,滇红工夫,45334280,9.13%,855360,45334280,53,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜红工夫,45000000,9.07%,450000,45000000,100,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,昭平红,37636000,7.58%,495200,37636000,76,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,遵义红,56992500,11.48%,121800,56992500,467.92,34,8660,254.71,54.43%,11.48%,,,,,,,,15.469613%,,
,,,小种红茶,76500000,13.34%,松阳红茶,76500000,100.00%,510000,76500000,150,,,,,0.00%,,0.00%,,,,150,,0.000000%,0.000000%,
,,,红碎茶,617400,0.11%,南川红碎茶,617400,100.00%,1470,617400,420,,,,,0.00%,,0.00%,,,,420,,0.000000%,0.000000%,
乌龙茶,354607930,2.45%,闽南乌龙,354607930,100.00%,安溪铁观音,332416500,93.74%,1624800,332416500,204.59,,,,,0.00%,,0.00%,,0.00%,,167.8847889,167.8847889,0.000000%,0.000000%,0.00%
,,,,,,黄金桂,22191430,6.26%,487410,22191430,45.53,,,,,0.00%,,,,,,,,0.000000%,,
黑茶,219495350,1.52%,安化黑茶,219200000,99.87%,茯砖,102000000,46.53%,680000,102000000,150,,,,,0.00%,,0.00%,119.96%,1.52%,,137,471.19476,0.000000%,0.000000%,1.56%
,,,,,,黑砖,12800000,5.84%,80000,12800000,160,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,千两,70400000,32.12%,640000,70400000,110,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,三尖,34000000,15.51%,200000,34000000,170,,,,,0.00%,,,,,,,,0.000000%,,
,,,四川黑茶,295350,0.13%,康砖,295350,100.00%,2187,295350,135.05,15,2430,162,119.96%,100.00%,119.96%,0.13%,,,,135.05,,100.000000%,100.000000%,
白茶,1650600,0.01%,白毫银针,1036800,62.81%,白毫银针,1036800,100.00%,2880,1036800,360,4,3060,765,212.50%,100.00%,212.50%,62.81%,212.50%,0.01%,,360,291.1111111,100.000000%,100.000000%,0.01%
,,,新工艺白茶,613800,37.19%,新工艺白茶,613800,100.00%,2790,613800,220,,,,,0.00%,,0.00%,,,,220,,0.000000%,0.000000%,
黄茶,1521900,0.01%,黄芽茶,1521900,100.00%,蒙顶黄芽,1521900,100.00%,2670,1521900,570,38,27861,733.18,128.63%,100.00%,128.63%,100.00%,128.63%,0.01%,,570,570,100.000000%,100.000000%,0.01%
花茶,37053690,0.26%,茉莉花茶,37053690,100.00%,四川茉莉花茶,37053690,100.00%,213714,37053690,173.38,387,72262,186.72,107.70%,100.00%,107.70%,100.00%,107.70%,0.26%,,173.38,173.38,100.000000%,100.000000%,0.27%
﻿一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量（kg）,基期销售额（元）,基期价格（元/kg）,3月16日销售量（kg）,3月16日销售额(元),3月16日平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,,,三级真实权重,二级真实权重,一级真实权重
绿茶,13288345279,91.79%,名优绿茶,11546655143,86.89%,巴山雀舌,556800,0.00%,1740,556800,320,,,,,0.00%,139.97%,86.89%,171.51%,91.79%,172.15%,344.7141503,151.5328871,0.000000%,86.890000%,95.58%
,,,,,,邓村绿茶,1050000000,9.09%,3500000,1050000000,300,189,79797,422.21,140.74%,9.09%,,,,,,,,10.366062%,,
,,,,,,峨眉山茶,11527680,0.10%,30336,11527680,380,93,21628,232.56,61.20%,0.10%,,,,,,,,0.114038%,,
,,,,,,贵州针,72825000,0.63%,243000,72825000,299.69,33,12500,378.79,126.39%,0.63%,,,,,,,,0.718440%,,
,,,,,,汉中仙毫,75600000,0.65%,182000,75600000,415.38,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,黄山毛峰,360000000,3.12%,1300000,360000000,276.92,518,244906,472.79,170.73%,3.12%,,,,,,,,3.557988%,,
,,,,,,金坛雀舌,58800000,0.51%,49000,58800000,1200,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,卷曲形茶,547467900,4.74%,2013578,547467900,271.89,3874.3,1652599,426.55,156.89%,4.74%,,,,,,,,5.405405%,,
,,,,,,六安瓜片,338000000,2.93%,1320000,338000000,256.06,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,马边绿茶,2171400,0.02%,7755,2171400,280,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,茅山青锋,98560000,0.85%,308000,98560000,320,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,湄潭翠芽,111199000,0.96%,121000,111199000,919,103,98880,960,104.46%,0.96%,,,,,,,,1.094766%,,
,,,,,,湄潭毛峰,82620000,0.72%,340000,82620000,243,45,7300,162.22,66.76%,0.72%,,,,,,,,0.821074%,,
,,,,,,蒙顶甘露,7059000,0.06%,13575,7059000,520,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒙顶山茶,12888720,0.11%,35802,12888720,360,497,99025,199.25,55.35%,0.11%,,,,,,,,0.125442%,,
,,,,,,蒲江雀舌,1360590,0.01%,4389,1360590,310,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,钱塘龙井,142520000,1.23%,367100,142520000,388.23,1730,1038800,600.46,154.67%,1.23%,,,,,,,,1.402668%,,
,,,,,,四川扁形茶,2835835000,24.56%,5419500,2835835000,523.27,6701.2,3917463,584.59,111.72%,24.56%,,,,,,,,28.007755%,,
,,,,,,松阳扁茶,373153202,3.23%,861538,373153202,433.12,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,松阳香茶,156800000,1.36%,1600000,156800000,98,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,条形茶,1730000000,14.98%,7000000,1730000000,247.14,6566.5,2329636,354.78,143.55%,14.98%,,,,,,,,17.082906%,,
,,,,,,五峰绿茶,1,0.00%,1,1,1,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,信阳毛尖,304000000,2.63%,2600000,304000000,116.92,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜宾早茶,3608550,0.03%,10935,3608550,330,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,永川秀芽,23173200,0.20%,36900,23173200,628,84,27000,321.43,51.18%,0.20%,,,,,,,,0.228076%,,
,,,,,,越州龙井,3146929100,27.25%,6130170,3146929100,513.35,1028,848840,825.72,160.85%,27.25%,,,,,,,,31.075379%,,
,,,大宗绿茶,1741690136,13.11%,炒青绿茶,1524712600,87.54%,50012030,1524712600,30.49,475,57394,120.83,396.33%,87.54%,380.64%,13.11%,,,,32.13658256,,87.557512%,13.110000%,
,,,,,,烘青绿茶,216683536,12.44%,4182365,216683536,51.81,2000,280000,140,270.22%,12.44%,,,,,,,,12.442488%,,
,,,,,,蒸青绿茶,294000,0.02%,2100,294000,140,,,,,0.00%,,,,,,,,0.000000%,,
红茶,573439780,3.96%,工夫红茶,496322380,86.55%,川红工夫　,311359600,62.73%,1003090,311359600,310.4,17,11564,680.24,219.15%,62.73%,190.77%,86.55%,190.77%,3.96%,,169.6567639,166.8469967,76.696418%,100.000000%,4.12%
,,,,,,滇红工夫,45334280,9.13%,855360,45334280,53,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜红工夫,45000000,9.07%,450000,45000000,100,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,昭平红,37636000,7.58%,495200,37636000,76,6750,810000,120,157.89%,7.58%,,,,,,,,9.267637%,,
,,,,,,遵义红,56992500,11.48%,121800,56992500,467.92,36,9680,268.89,57.46%,11.48%,,,,,,,,14.035946%,,
,,,小种红茶,76500000,13.34%,松阳红茶,76500000,100.00%,510000,76500000,150,,,,,0.00%,,0.00%,,,,150,,0.000000%,0.000000%,
,,,红碎茶,617400,0.11%,南川红碎茶,617400,100.00%,1470,617400,420,,,,,0.00%,,0.00%,,,,420,,0.000000%,0.000000%,
乌龙茶,354607930,2.45%,闽南乌龙,354607930,100.00%,安溪铁观音,332416500,93.74%,1624800,332416500,204.59,,,,,0.00%,,0.00%,,0.00%,,167.8847889,167.8847889,0.000000%,0.000000%,0.00%
,,,,,,黄金桂,22191430,6.26%,487410,22191430,45.53,,,,,0.00%,,,,,,,,0.000000%,,
黑茶,219495350,1.52%,安化黑茶,219200000,99.87%,茯砖,102000000,46.53%,680000,102000000,150,,,,,0.00%,,0.00%,,0.00%,,137,471.19476,0.000000%,#DIV/0!,0.00%
,,,,,,黑砖,12800000,5.84%,80000,12800000,160,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,千两,70400000,32.12%,640000,70400000,110,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,三尖,34000000,15.51%,200000,34000000,170,,,,,0.00%,,,,,,,,0.000000%,,
,,,四川黑茶,295350,0.13%,康砖,295350,100.00%,2187,295350,135.05,,,,,0.00%,,0.00%,,,,135.05,,0.000000%,#DIV/0!,
白茶,1650600,0.01%,白毫银针,1036800,62.81%,白毫银针,1036800,100.00%,2880,1036800,360,11,8228,748,207.78%,100.00%,207.78%,62.81%,207.78%,0.01%,,360,291.1111111,100.000000%,100.000000%,0.01%
,,,新工艺白茶,613800,37.19%,新工艺白茶,613800,100.00%,2790,613800,220,,,,,0.00%,,0.00%,,,,220,,0.000000%,0.000000%,
黄茶,1521900,0.01%,黄芽茶,1521900,100.00%,蒙顶黄芽,1521900,100.00%,2670,1521900,570,27,18705,692.78,121.54%,100.00%,121.54%,100.00%,121.54%,0.01%,,570,570,100.000000%,100.000000%,0.01%
花茶,37053690,0.26%,茉莉花茶,37053690,100.00%,四川茉莉花茶,37053690,100.00%,213714,37053690,173.38,466,92580,198.67,114.59%,100.00%,114.59%,100.00%,114.59%,0.26%,,173.38,173.38,100.000000%,100.000000%,0.27%
﻿一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量（kg）,基期销售额（元）,基期价格（元/kg）,3月17日销售量（kg）,3月17日销售额(元),3月17日平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,,,三级真实权重,二级真实权重,一级真实权重
绿茶,13288345279,91.79%,名优绿茶,11546655143,86.89%,巴山雀舌,556800,0.00%,1740,556800,320,,,,,0.00%,142.90%,86.89%,179.35%,91.79%,177.65%,344.7141503,151.5328871,0.000000%,86.890000%,94.10%
,,,,,,邓村绿茶,1050000000,9.09%,3500000,1050000000,300,81.5,42905,526.44,175.48%,9.09%,,,,,,,,10.366062%,,
,,,,,,峨眉山茶,11527680,0.10%,30336,11527680,380,101,24397,241.55,63.57%,0.10%,,,,,,,,0.114038%,,
,,,,,,贵州针,72825000,0.63%,243000,72825000,299.69,58,32360,557.93,186.17%,0.63%,,,,,,,,0.718440%,,
,,,,,,汉中仙毫,75600000,0.65%,182000,75600000,415.38,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,黄山毛峰,360000000,3.12%,1300000,360000000,276.92,406,192384,473.85,171.11%,3.12%,,,,,,,,3.557988%,,
,,,,,,金坛雀舌,58800000,0.51%,49000,58800000,1200,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,卷曲形茶,547467900,4.74%,2013578,547467900,271.89,3943.4,1654484,419.56,154.31%,4.74%,,,,,,,,5.405405%,,
,,,,,,六安瓜片,338000000,2.93%,1320000,338000000,256.06,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,马边绿茶,2171400,0.02%,7755,2171400,280,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,茅山青锋,98560000,0.85%,308000,98560000,320,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,湄潭翠芽,111199000,0.96%,121000,111199000,919,120,120000,1000,108.81%,0.96%,,,,,,,,1.094766%,,
,,,,,,湄潭毛峰,82620000,0.72%,340000,82620000,243,76,11400,150,61.73%,0.72%,,,,,,,,0.821074%,,
,,,,,,蒙顶甘露,7059000,0.06%,13575,7059000,520,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒙顶山茶,12888720,0.11%,35802,12888720,360,475,87177,183.53,50.98%,0.11%,,,,,,,,0.125442%,,
,,,,,,蒲江雀舌,1360590,0.01%,4389,1360590,310,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,钱塘龙井,142520000,1.23%,367100,142520000,388.23,1860,1058000,568.82,146.51%,1.23%,,,,,,,,1.402668%,,
,,,,,,四川扁形茶,2835835000,24.56%,5419500,2835835000,523.27,5831.2,3378895,579.45,110.74%,24.56%,,,,,,,,28.007755%,,
,,,,,,松阳扁茶,373153202,3.23%,861538,373153202,433.12,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,松阳香茶,156800000,1.36%,1600000,156800000,98,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,条形茶,1730000000,14.98%,7000000,1730000000,247.14,5796.2,1980961,341.77,138.29%,14.98%,,,,,,,,17.082906%,,
,,,,,,五峰绿茶,1,0.00%,1,1,1,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,信阳毛尖,304000000,2.63%,2600000,304000000,116.92,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜宾早茶,3608550,0.03%,10935,3608550,330,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,永川秀芽,23173200,0.20%,36900,23173200,628,66,26050,394.7,62.85%,0.20%,,,,,,,,0.228076%,,
,,,,,,越州龙井,3146929100,27.25%,6130170,3146929100,513.35,1013,841180,830.38,161.76%,27.25%,,,,,,,,31.075379%,,
,,,大宗绿茶,1741690136,13.11%,炒青绿茶,1524712600,87.54%,50012030,1524712600,30.49,556,71363,128.35,421.00%,87.54%,421.00%,13.11%,,,,32.13658256,,100.000000%,13.110000%,
,,,,,,烘青绿茶,216683536,12.44%,4182365,216683536,51.81,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,蒸青绿茶,294000,0.02%,2100,294000,140,,,,,0.00%,,,,,,,,0.000000%,,
红茶,573439780,3.96%,工夫红茶,496322380,86.55%,川红工夫　,311359600,62.73%,1003090,311359600,310.4,5,2673,534.6,172.23%,62.73%,162.26%,86.55%,162.26%,3.96%,,169.6567639,166.8469967,84.530387%,100.000000%,4.06%
,,,,,,滇红工夫,45334280,9.13%,855360,45334280,53,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,宜红工夫,45000000,9.07%,450000,45000000,100,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,昭平红,37636000,7.58%,495200,37636000,76,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,遵义红,56992500,11.48%,121800,56992500,467.92,28,14120,504.29,107.77%,11.48%,,,,,,,,15.469613%,,
,,,小种红茶,76500000,13.34%,松阳红茶,76500000,100.00%,510000,76500000,150,,,,,0.00%,,0.00%,,,,150,,0.000000%,0.000000%,
,,,红碎茶,617400,0.11%,南川红碎茶,617400,100.00%,1470,617400,420,,,,,0.00%,,0.00%,,,,420,,0.000000%,0.000000%,
乌龙茶,354607930,2.45%,闽南乌龙,354607930,100.00%,安溪铁观音,332416500,93.74%,1624800,332416500,204.59,,,,,0.00%,,0.00%,,0.00%,,167.8847889,167.8847889,0.000000%,0.000000%,0.00%
,,,,,,黄金桂,22191430,6.26%,487410,22191430,45.53,,,,,0.00%,,,,,,,,0.000000%,,
黑茶,219495350,1.52%,安化黑茶,219200000,99.87%,茯砖,102000000,46.53%,680000,102000000,150,,,,,0.00%,,0.00%,127.36%,1.52%,,137,471.19476,0.000000%,0.000000%,1.56%
,,,,,,黑砖,12800000,5.84%,80000,12800000,160,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,千两,70400000,32.12%,640000,70400000,110,,,,,0.00%,,,,,,,,0.000000%,,
,,,,,,三尖,34000000,15.51%,200000,34000000,170,,,,,0.00%,,,,,,,,0.000000%,,
,,,四川黑茶,295350,0.13%,康砖,295350,100.00%,2187,295350,135.05,13,2236,172,127.36%,100.00%,127.36%,0.13%,,,,135.05,,100.000000%,100.000000%,
白茶,1650600,0.01%,白毫银针,1036800,62.81%,白毫银针,1036800,100.00%,2880,1036800,360,14,10190,727.86,202.18%,100.00%,202.18%,62.81%,202.18%,0.01%,,360,291.1111111,100.000000%,100.000000%,0.01%
,,,新工艺白茶,613800,37.19%,新工艺白茶,613800,100.00%,2790,613800,220,,,,,0.00%,,0.00%,,,,220,,0.000000%,0.000000%,
黄茶,1521900,0.01%,黄芽茶,1521900,100.00%,蒙顶黄芽,1521900,100.00%,2670,1521900,570,28,20038,715.64,125.55%,100.00%,125.55%,100.00%,125.55%,0.01%,,570,570,100.000000%,100.000000%,0.01%
花茶,37053690,0.26%,茉莉花茶,37053690,100.00%,四川茉莉花茶,37053690,100.00%,213714,37053690,173.38,409,73590,179.93,103.78%,100.00%,103.78%,100.00%,103.78%,0.26%,,173.38,173.38,100.000000%,100.000000%,0.27%
﻿一级类别,一级销售额,一级权重,二级类别,二级销售额,二级权重,三级类别,三级销售额,三级权重,基期销售量（kg）,基期销售额（元）,基期价格（元/kg）,3月18日销售量（kg）,3月18日销售额(元),3月18日平均价格,三级类指数,三级调整权重,二级类指数,二级调整权重,一级类指数,一级调整权重,总指数,,,三级真实权重,二级真实权重,一级真实权重
绿茶,13288345279,91.79%,名优绿茶,11546655143,86.89%,巴山雀舌,556800,0.00%,1740,556800,320,,,,,0.00%,138.22%,86.89%,186.90%,91.79%,184.77%,344.7141503,151.5328871,0.000000%,86.890000%,94.10%
,,,,,,邓村绿茶,1050000000,9.09%,3500000,1050000000,300,128.95,65953,511.46,170.49%,9.09%,,,,,,,,10.374344%,,
,,,,,,峨眉山茶,11527680,0.10%,30336,11527680,380,234,47753,204.07,53.70%,0.10%,,,,,,,,0.114129%,,
,,,,,,贵州针,72825000,0.63%,243000,72825000,299.69,8,3140,392.5,130.97%,0.63%,,,,,,,,0.719014%,,
,,,,,,汉中仙毫,75600000,0.65%,182000,75600000,415.38,69,42120,610.43,146.96%,0.65%,,,,,,,,0.741840%,,
,,,,,,黄山毛峰,360000000,3.12%,1300000,360000000,276.92,1062.5,467050,439.58,158.74%,3.12%,,,,,,,,3.560831%,,
,,,,,,金坛雀舌,58800000,0.51%,49000,58800000,1200,,,,,0.00%,,,,,,,,0.000000%,,
